cleaned_tweet,sentiment
kakak juga dapat mencoba untuk mengakses coretax melalui new incognito window google chrome new private window mozilla firefox agar lebih lancar ya kak tks illa,neutral
apa itu aplikasi coretax aplikasi coretax adalah bagian dari sistem administrasi perpajakan core coretax administration system atau ctas yang dikembangkan oleh direktorat jenderal pajak djp republik indonesia berikut beberapa poin penting tentang aplikasi ini pengembangan,neutral
hai kak boleh dibantu untuk screenshoot penuh kendalanya apabila yang kakak maksud adalah penambahan pihak terkait untuk yang telah memiliki akun coretax dapat dilakukan pada menu portal saya profil saya informasi umum edit pihak terkait tambah ya kak tks cati,neutral
hai kak apabila kakak belum memiliki akun djp online silakan ajukan aktivasi akun wajib pajak melalui untuk bisa mendapatkan akses login ke dalam coretax tks sari,neutral
capek betol djp ga bisa coretax masih begini gw ngapaen,negative
case nya sama semoga ada pencerahan jawaban dari admin atau dari yg lain kendalanya sudah regis pic di akun coretax badan tapi di akun pic yg ditunjuk tidak muncul nama pt tidak bisa impersonate,neutral
hai kak pada layanan coretax sudah tidak muncul pdf seperti yang ada di e faktur desktop namun terdapat pdf berupa daftar faktur pajak yang dibuat di masa yang sama terkait dpp yang muncul di spt masa ppn adalah dpp yang terhitung pada dpp nilai lain ya kak tks itri,neutral
hai kak mohon maaf atas ketidaknyamanannya apakah saat ini masih terkendala jika iya silakan diinformasikan kode error yang muncul ya kak sebagai informasi saat ini pendaftaran npwp akan diarahkan melalui coretax pada laman ya kak tks illa,neutral
yakaann tar kalo telat lapor yg kena juga wp lagi ga coretax ga djp semuanya eror gmn sih,negative
sedangkan pilihan hanya registrasi yakni sekedar membuat akun coretax tanpa menjadikan nik sebagai npwp apabila kakak mengalami kendala saat proses registrasi silakan sampaikan detil kendalanya supaya taxmin dapat memberikan solusi lebih lanjut tks argo,neutral
sy juga mengeluhkan hal ini skrg pembuatan faktur pajak sangat sangat terganggu bagaimana pendapat pak,negative
masalah impersonate coretax ampe kebawa mimpi jingann,positive
selamat pagi admin kenapa tombol pdf gak ada ya padahal status sudah approved login sebagai company atau impersonate sama aja tolong dibantu ya revenue masih buat bayar gaji karyawan gak mungkin telat kan gara coretax masalah pajak,negative
katanya bisa ubah nomor telepon yang di djp online lewat coretax apakah benar min,neutral
pagi kak mau menanyakan direktur wna sudah buat akun coretax dan sudah buat akun wp badannya juga namun saat impersonate dari akun pic ke badan selama ini gagal terus http error ternyata mau edit di akun pic dan badan juga selalu gagal penyebabnya kenapa,negative
npwp pribadi udah ke coretax cuma belum bisa bikin spt tahunan nanti deh,neutral
cara membuat faktur pajak di coretax solusi digital untuk administrasi pajak,neutral
trelyun lho ini trelyun aplikasi coretax senilai rp triliun banyak masalah bos pajak hanya bisa memantau,negative
hi min untuk lb pph desember ini apakah bisa dikompensasi di januari di coretax,neutral
min saya udah hari ini gagal bikin npwp di website coretax terkendala di detail alamat yg gagal verifikasi padahal sudah sesuai ktp lalu saya ulang lagi malah lama tidak dapat sms verifikasi padahal nomornya sama,negative
aku naruh berkas kwitansi daei sabtu sampe sekarang belom jadi faktur karena operator pajeknya bingung dari sistem yg dipake asuransi keluar yang dpp riil pake ppn di coretax harus ppn dan dpp pake nilai lain,negative
min mau nanya saya kan input faktur pajak back date tapi sudah approved cuman kenapa tidak muncul pdf nya ini saya coba liat pake akun coretax perusahaan mohon solusinya min,neutral
ini soal faktur ya ada temenku org pajak yg blg kalo msh blm bisa pake xml tapi coba kalo impor xml kosongin dl kolom dok pendukung baru impor nti diedit kalo msh error coba key in lgsg di web coretax kelemahannya kalo barangnya banyak kek aku bakal repot input,negative
admin sudah cek website coretax,neutral
gue harus tawuran dulu sama sistem coretax yg masih gajelas ini ditengah jadwal comeback got mana ga suibuk gueee,negative
ini siapa dah yang ngusulkan coretax,negative
shitt perlu mempelajari sistem coretax yang hanyar lgi,neutral
abis masuk coretax via lupa kata sandi tentu saja balik ke djponline malah gak bisa login baik pake password lama password baru buat coretax coba lagi deh coba lupa kata sandi lagi maksudnya,neutral
malam taxmin ini saya baru saja upload faktur dari coretax sudah approved sukses tapi ngak keluar icon buat download pdf nya harus diapakan min mohon infonya,neutral
ctas alias coretax yang konon akan menjadi game changer dalam perpajakan persiapannya panjang tetapi langkah awalnya sudah timbul masalah hal sepele yang diabaikan tim pengembangan dan implementasi lantas bagaimana lagi mas,negative
astaga buka tiktok pun sekarang munculnya ttg coretax mana sampe hr ini belom bisa akses lagi lier lier,negative
hai kak mohon maaf atas ketidaknyamanan yg dialami apakah masih terkendala saat ini coretax sedang dalam proses penyempurnaan dan peningkatan kualitas berkenan mencoba secara berkala tks tara,neutral
masih gan gas tapi kalau dalam waktu dekat ini sih harus perbanyak sabar ketika akses coretax d,positive
hai kak mohon maaf atas ketidaknyamanan yg dialami saat ini coretax sedang dalam penyempurnaan dan peningkatan kualitas oleh tim terkait berkenan untuk mencoba secara berkala tks tara,neutral
hai kak mohon maaf atas ketidaknyamanannya apakah saat ini masih terkendala saat ini coretax sedang dalam penyempurnaan dan peningkatan kualitas mohon untuk dapat dicoba secara berkala tks tara,neutral
denger coretax dikit lgsg pusing,negative
sebelum mengakses coretax kakak juga dapat mencoba lakukan hal hal sbb clear cache cookies pada browser gunakan private atau incognito window gunakan browser atau perangkat yang berbeda tks tara,neutral
hai kak mohon maaf atas ketidaknyamanan yg dialami apakah saat ini masih terkendala saat ini laman coretax djp masih dalam proses peningkatan kualitas layanan mohon untuk dicoba kembali secara berkala,neutral
untuk penginputan faktur di coretax kode kan harus input ppbj terlebih dahulu jika di web insw tarif ppn masih apakah ppbj boleh diproses sesuai dengan per pj yaitu sales price x terima kasih,neutral
min beneran mau tanya ini mau ngurus npwp di coretax kok stuck terus dibagian awal dan keluar kayak gitu padahal udah ngisi bener mohon pencerahannya,negative
hai kak terkait perubahan alamat tempat kegiatan usaha dapat kakak lakukan melalui coretax dengan cara klik informasi umum kemudian pada bagian kanan atas layar klik edit lalu scroll ke bawah sampai bagian tempat kegiatan usaha sub unit klik tanda panah,neutral
ka udah buat aku buat pake coretax ngga bisa bisa huhuhu,neutral
anjir coretax bikin pala gua nyut an,negative
coretax suwi suwi tak antemi,neutral
ujian hidup gue di awal tahun adalah uas ini msh ke handle coretax terpantau sampai sekarang msh blm bisa login,neutral
min pak dirjen blm kasih komen apa sbg solusi kacaunya coretax bahkan djp online ikutan lemot bahkan jam malam masih lemott minta maaf gitu kek minimal pak dirjen,negative
kemaren tuh udah mana senin mabok coretax mabok ticketing untung bisa dapet hari ini katanya ga separah kemaren ya tadi cek di tikom emang masih ada banyak section sih btw di tikom sampe dibuatin icon sendiri gini logo day,positive
coretax kalo ada bentukan manusianya udh gw gebukin injek sama gw ludahin dah asli,negative
akhirnya bisa upload faktur pajak tempat penimbunan berikat setelah beberapa hari eror pas pengisian dok pendukung sppb bc invoice tgl baru bisa upload faktur pajak tgl di coretax lega juga kalo kerjaan sedikit demi sedikit selesai,negative
nomor seri faktur pajak otomatis ke create bisa atas invoice yang sama double double kalo ga ada kontrol di access signer penandatangan bisa bocor bocor itu dompet perusahaan harus authenticator bikin rekap data invoice dan nsfp yang udah digenerate sama coretax biar aman,neutral
apa coba gnt mulu efaktur skrg mlh ke coretax hadeh,negative
gue kasih tau satu lagi bang busuknya coretax dibanding e faktur versi desktop input data invoice bisa double terus menerus tanpa kontrol sistem kalo di e faktur versi desktop ada fitur reject kalo nomor faktur telah terdaftar atas invoice yang sama karena coretax generate nsfp,negative
ahahaha tadi aku nemu maklumat kayaknya bukan resmi tentang coretax ini tak tau sumber aslinya dari mana,negative
coretax bukan malah mempermudah malah bikin ribet pembaharuan tuh mbok ya yg efisien gtu lo lah ini msh pada berantakan udh disuruh aplikasiin nih gimanaaa kerjaanku jadi ke pending semua ngurusin sistem pajak yg belum jelas ini,negative
halo min saya mau log in coretax pakai akun djp malah dibilang nama pengguna tidak ditemukan data sudah saya masukin dengan benar udah saya coba berulang hasilnya gini terus,negative
orang orang di linkedin ku pada mumet coretax semua anjoy,negative
uda semingguan mabok coretax,positive
idup kalo ga marah marah ke promotor ya marah ke pemrentah belum lg masalah coretax aja nggak beres yg udah tgl brp ini cokkkkkkk,negative
jadi ribet ya bang udah paling bener nih coretax baru disosialisasikan setelah lewat bulan lapor spt biar yg mau lapor spt gak buru trus punya waktu bulan buat pelajari sistemnya,negative
min kalau rekam faktur di akun coretax badan lalu uploadnya di akun pic bisa ga,neutral
ereg diganti coretax bukannya makin bagus malah eror loadingnya lama nggak bisa auto save perstep tinggal verifikasi akhir pun tetep e card nggak masuk,negative
pak kalo coretax belum sepenuhnya optimal mending balikin ke sistem dulu aja pak saya mau lapor spt malah keluar pemeritahuan data telpon tidak valid padahal gak pernah ganti nomor telpon,negative
coretax nggak jelas bet ngentot gue nggak ngapa in kudu login ulang,negative
percuma ka nanya kring pajak gak ada solusi saya nanya ke no helpdesk kpp aja cuman di suruh liat panduan sedangkan di ebook panduan gak ada solusi untuk error isinya cuman step by step penggunaan coretax,negative
udah bisa ka di nomor pendukung tetap ambil dari nomor ppbj sama kaya pas input di no dokumen pendukung efaktur kaa nanti di coretax nya auto narik data custom dari ppbj insw,neutral
tolong banget inimah please coretax ditunda aja ini cash flow semua perusahaan jadi keganggu karena belom bisa bikin tagihan dibalikin dulu aja sistem yg dulu sesuai fungsinya sambil menunggu coretax benaran bisa dipakai sepenuhnya saya udah mau nangis bgt ini,negative
update peraturan pajak udahan akhir awal thn ditambah ppn ini lg ada coretax,neutral
hai kak mohon maaf atas ketidaknyamanan yg dialami apakah masih terkendala saat ini coretax dalam proses penyempurnaan dan peningkatan kualitas oleh tim terkait mohon berkenan untuk mencoba kembali secara berkala tks tara,neutral
udah dua hari bolak balik kantor pajak perkara coretax,neutral
hai kak mohon maaf atas ketidaknyamanannya saat ini laman coretax djp masih dalam proses peningkatan kualitas layanan silakan coba kembali secara berkala dan pastikan bahwa data kk yang direkam sudah sesuai dengan data dukcapil,neutral
djp bisa ga kalau sistemnya blm stabil gausah ribet huru hara coretax,negative
coretax gila bgt cuyy kerjaan gue jd betumpuk yarobi,positive
terlalu mahal aplikasi sampe t apalagi aplikasi ini rentan saya sudah memberitahu bahwa aplikasi ini bermasalah,negative
jujur lumayan ribet harus pakai akun pic segala lalu gabisa preview kaya di e faktur dan yg paling takut bgt adalah kedouble fp since coretax nsfpnya dri djp sendiri beda kaya e faktur,negative
guys menurut kalian peralihan buat faktur pajak dari efaktur ke coretax gimana,neutral
min ini kenapa yaa saat mau buat npwp baru di coretax untuk wna saat ajukan permohonan gagal seperti gambar berikut,neutral
hai kak mohon maaf atas ketidaknyamanan yg dialami untuk data wajib pajak penanggung jawab pic yang terhubung dengan coretax badan silakan dipastikan kembali pada akun coretax badan pada menu portal saya profil saya wakil kuasa saya,neutral
ijin tanya kak kalau di impor fp keluaran coretax apa qty nya tidak bisa ada angka dibelakang koma soalnya invalid terus di bagian qty,neutral
coretax separah itu kak aku belum akses samsek masih closingan desember,negative
dah mau tanggal belasan waktunya orang pada marah sama coretax,negative
hai kak mohon maaf atas ketidaknyamanan yg dialami silakan mencoba refresh lamannya terlebih dahulu atau lakukan clear cookies cache pada browser atau akses laman coretax menggunakan private incognito window atas kendala tsb saat ini dalam penanganan tim terkait tks irev,neutral
iyakan ya jd harus ngirim balik invoice yg nanti udah diproses dr coretax itu kalo kelamaan ga dikirim ntar keburu jatuh tempo juga tuh,negative
coretax kocak,positive
trus sistem coretax ini pake admin pic nah admin ini directur pt jadi sekarang klo mau upload pajak dan segala macam harus dari akun pic kecuali si pic ini ngasih akses buat orng yg ngerjain pajak even upload faktur pun pake ttd online pic beneran meninggoy ngerjainnya,positive
aplikasi yang bikin emosi hari ini mcpshop coretax djponline nih pada bikin web bisa gak bikin yang kalau diakses banyak orang gak nyusahin gua ngeinput berkali kali kelar kagak kerjaan gua malah emosi,negative
fyp gue kenapa jadi coretax semua isinya mana kesian temen gue pada ribet pph,negative
iyaa sama bgt ini kalo aku kan dr sisi yg beli dr supplier ya jd barang belum dateng udah harus diproses duluan nah berarti ketika invoice yg ditagihkan kan ada no fp tuh trs gimana ya kalo harus nunggu dr coretax,negative
